date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:43:47	139/139	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/N4CM9eriGaf.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yV/r/N4CM9eriGaf.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/1,cross/kU8kR35H3qQ.css)
02:43:47	87/87	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yK/r/9a4ELUaKgl6.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yK/r/9a4ELUaKgl6.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:47	289/289	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/qt94E91uvnk.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yb/r/qt94E91uvnk.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:47	1691/1691	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yK/r/PVoadHmz34X.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yK/r/PVoadHmz34X.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:48	1470/1470	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/rlgjEUjSSWK.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yw/r/rlgjEUjSSWK.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:48	430/430	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yn/r/MLZBR-n8e2A.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yn/r/MLZBR-n8e2A.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:48	209/209	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/XDUpQ0U94hl.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yV/r/XDUpQ0U94hl.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:48	347/347	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/Cab9uVO3XQI.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/y0/r/Cab9uVO3XQI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:48	1203/1203	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:49	1376/1376	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/M2JXa_LXYz_.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/y2/r/M2JXa_LXYz_.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:49	9272/9272	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/wBVUiUEJMG9.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/yW/r/wBVUiUEJMG9.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:49	14013/14013	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/2u5-_Jf6BmM.png	D:/WEB/FB/static.xx.fbcdn.net/rsrc.php/v3/y_/r/2u5-_Jf6BmM.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/1,cross/7KJ2i6xQ27a.css)
02:43:50	376229/376229	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20May%202018%2018:43:50%20GMT	https://zh-tw.facebook.com/^([^:/?	D:/WEB/FB/zh-tw.facebook.com/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/QjOyBCqjh1L.js)
02:43:50	373707/373707	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20May%202018%2018:43:51%20GMT	https://zh-tw.facebook.com/GET	D:/WEB/FB/zh-tw.facebook.com/GET.35.delayed	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/QjOyBCqjh1L.js)
02:43:51	0/0	---M--	200	added ('OK')	text/html	date:Tue,%2001%20May%202018%2018:43:51%20GMT	https://zh-tw.facebook.com/ajax/photos/snowlift/init.php	D:/WEB/FB/zh-tw.facebook.com/ajax/photos/snowlift/init.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/QjOyBCqjh1L.js)
