date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:10:21	164/164	---M--	302	error ('Redirect')	text/html	date:Tue,%2001%20May%202018%2002:10:21%20GMT	http://aca.nuk.edu.tw/Student2/Menu1.asp	D:/WEB/error/aca.nuk.edu.tw/Student2/Menu1.0.delayed	(from )
10:10:22	992/992	---M--	200	added ('OK')	text/html	date:Tue,%2001%20May%202018%2002:10:21%20GMT	https://aca.nuk.edu.tw/Student2/Menu1.asp	D:/WEB/error/aca.nuk.edu.tw/Student2/Menu1.html	(from )
10:10:22	1161/1161	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20May%202018%2002:10:21%20GMT	https://aca.nuk.edu.tw/robots.txt		(from )
10:10:23	2366/2366	---M--	200	added ('OK')	image/jpeg	etag:%220e7dd75b18cd1:0%22	https://aca.nuk.edu.tw/Student2/Pic/mark2.jpg	D:/WEB/error/aca.nuk.edu.tw/Student2/Pic/mark2.jpg	(from https://aca.nuk.edu.tw/Student2/Menu1.asp)
10:10:23	3937/3937	---M--	200	added ('OK')	image/gif	etag:%220e7dd75b18cd1:0%22	https://aca.nuk.edu.tw/Student2/Pic/title.gif	D:/WEB/error/aca.nuk.edu.tw/Student2/Pic/title.gif	(from https://aca.nuk.edu.tw/Student2/Menu1.asp)
10:10:24	6124/6124	---M--	200	added ('OK')	image/gif	etag:%220e7dd75b18cd1:0%22	https://aca.nuk.edu.tw/Student2/Pic/sailor.gif	D:/WEB/error/aca.nuk.edu.tw/Student2/Pic/sailor.gif	(from https://aca.nuk.edu.tw/Student2/Menu1.asp)
10:10:24	2952/2952	---M--	200	added ('OK')	text/html	date:Tue,%2001%20May%202018%2002:10:24%20GMT	https://aca.nuk.edu.tw/Student2/login.asp	D:/WEB/error/aca.nuk.edu.tw/Student2/login.html	(from https://aca.nuk.edu.tw/Student2/Menu1.asp)
10:10:25	126803/126803	---M--	200	added ('OK')	image/gif	etag:%2209c566a6478d31:0%22	https://aca.nuk.edu.tw/Student2/SSLSeal.gif	D:/WEB/error/aca.nuk.edu.tw/Student2/SSLSeal.gif	(from https://aca.nuk.edu.tw/Student2/login.asp)
